CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount,DayNightUsage,SkinType,MaximumUsageDuration,ProductVolume,ProductRating,ReviewCount,ProductForm,TargetDemographic,IngredientCount,PackagingType,RecyclablePackaging,Certifications
3319,EAU DE CAMPAGNE Phytogel douche et bain / Bath and shower gel,,,144,C.F.E.B. SISLEY,SISLEY - PARIS,74,Personal Care Products,77,Douches,293,140-67-0,6008,Estragole,10/12/2009,12/11/2013,09/30/2011,10/12/2009,12/11/2013,09/30/2011,0,Both,Sensitive,12 months,200ml,2.0,3617.0,cream,Adults,14.0,box,No,Eco-Friendly
2263,Vichy Dermablend Corrective Foundation,3612.0,Nude,67,L'Oreal USA,Vichy,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,2836,Titanium dioxide,10/02/2009,12/30/2010,2000-01-01,10/02/2009,10/02/2009,2000-01-01,1,Day,Sensitive,24 months,15g,1.0,218.0,solid,Children,17.0,jar,No,Eco-Friendly
35951,CON ARGAN STRENGTHENING MILK MASQUE,,,23,Revlon Consumer Product Corporation,Cr�me of Nature,18,Hair Care Products (non-coloring),28,Permanent Waves and Wave Sets,656,13463-67-7,57929,Titanium dioxide,12/28/2018,12/28/2018,2000-01-01,12/28/2018,12/28/2018,2000-01-01,1,Night,Dry,24 months,200ml,2.0,1287.0,gel,Adults,28.0,tube,Yes,None
22710,Full-On Lip Polish,34243.0,Olivia,84,"Bare Escentuals Beauty, Inc.",BUXOM,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,34460,Titanium dioxide,04/01/2014,10/14/2019,2000-01-01,04/01/2014,04/01/2014,2000-01-01,1,Both,Sensitive,12 months,15g,4.0,2167.0,gel,Men,28.0,jar,No,Vegan
33914,COLOR INK FACE & BODY LIQUID COLOR,52060.0,ME402,1231,MAKE UP FOR EVER,MAKE UP FOR EVER,44,Makeup Products (non-permanent),55,"Paints (e.g. facial, body)",1104,1333-86-4,64050,Carbon black,08/13/2018,09/06/2019,2000-01-01,09/06/2019,09/06/2019,2000-01-01,2,Night,Oily,24 months,50ml,3.0,335.0,gel,Teens,6.0,box,Yes,Organic
33899,AQUA XL COLOR PAINT EXTRA LONG LASTING WATERPROOF SHADOW,61901.0,M-10,1231,MAKE UP FOR EVER,MAKE UP FOR EVER,44,Makeup Products (non-permanent),55,"Paints (e.g. facial, body)",1104,1333-86-4,64048,Carbon black,08/13/2018,09/06/2019,2000-01-01,09/06/2019,09/06/2019,2000-01-01,2,Both,Normal,36 months,200ml,5.0,252.0,liquid,Women,27.0,bottle,No,Eco-Friendly
9028,FACE TOUCH UP STICK,14494.0,NATURAL TAN,403,"Bobbi Brown Professional Cosmetics, Inc.",Bobbi Brown,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,13928,Titanium dioxide,12/18/2009,12/30/2010,2000-01-01,12/18/2009,12/18/2009,2000-01-01,1,Both,Dry,24 months,50ml,5.0,2789.0,liquid,Children,19.0,tube,Yes,Cruelty-Free
6243,Lancome Color Ideal Precise Match Skin Perfecting Makeup SPF 15 Sunscreen,10833.0,I-40(c),67,L'Oreal USA,Lancome,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,10155,Titanium dioxide,10/23/2009,12/30/2010,2000-01-01,10/23/2009,10/23/2009,2000-01-01,1,Night,Normal,12 months,200ml,3.0,800.0,liquid,Teens,20.0,jar,Yes,Cruelty-Free
2514,BLACK LABEL LIPSTICK,5283.0,ICED COFFEE,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,3647,Titanium dioxide,10/06/2009,12/30/2010,2000-01-01,10/06/2009,10/06/2009,2000-01-01,2,Both,Dry,36 months,50ml,4.0,110.0,liquid,Women,12.0,bottle,No,None
21852,PHYTO-CERNES ECLAT (Toutes teintes) / EYE CONCEALER (All shades),32458.0,1,144,C.F.E.B. SISLEY,SISLEY - PARIS,44,Makeup Products (non-permanent),58,Other Makeup Product,656,13463-67-7,33246,Titanium dioxide,12/27/2013,12/30/2013,2000-01-01,12/27/2013,12/27/2013,2000-01-01,1,Day,Dry,24 months,100ml,2.0,1828.0,powder,Men,4.0,box,No,Eco-Friendly
36944,Miracle Gel,,,171,Coty,Sally Hansen ,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,60433,Titanium dioxide,04/10/2019,04/10/2019,2000-01-01,04/10/2019,04/10/2019,2000-01-01,1,Both,Normal,24 months,200ml,1.0,960.0,liquid,Adults,18.0,jar,No,Eco-Friendly
41398,ROUGE DIOR Couture colour lipstick floral lip care long wear,64816.0,525,328,Parfums Christian Dior,Parfums Christian Dior,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,67800,Titanium dioxide,04/17/2020,04/17/2020,2000-01-01,04/17/2020,04/17/2020,2000-01-01,1,Both,Dry,36 months,200ml,2.0,2918.0,gel,Adults,4.0,box,No,None
960,Liner Shadow,45028.0,Sailor,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,1047,Titanium dioxide,09/15/2009,09/02/2016,2000-01-01,09/15/2009,09/02/2016,2000-01-01,1,Night,Dry,36 months,50ml,5.0,3506.0,liquid,Women,14.0,tube,Yes,None
29566,The Porefessional: Pore Minimizing Makeup,46086.0,Shade 3,191,Benefit Cosmetics,Benefit Cosmetics,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,47783,Titanium dioxide,02/02/2017,10/25/2019,2000-01-01,02/02/2017,10/25/2019,2000-01-01,1,Day,Dry,36 months,50ml,1.0,3282.0,powder,Men,26.0,tube,Yes,Vegan
33470,ROUGE DIOR Couture Colour Lipstick Comfort & Wear,50224.0,785,328,Parfums Christian Dior,Parfums Christian Dior,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,54069,Titanium dioxide,07/04/2018,12/19/2019,2000-01-01,07/04/2018,07/04/2018,2000-01-01,1,Night,Sensitive,12 months,30g,3.0,3891.0,gel,Teens,22.0,bottle,No,None
16275,Supermodel- Limited Edition Light-Up Lip Gloss,24533.0,Photoflash,556,Victoria's Secret Beauty,Victoria's Secret Beauty,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,25156,Titanium dioxide,03/10/2011,12/16/2013,05/01/2007,03/10/2011,12/16/2013,2000-01-01,2,Both,Oily,36 months,200ml,4.0,1448.0,gel,Women,4.0,tube,No,None
33820,COOL SPECTRUM EYESHADOW PALETTE (CL110),52612.0,CL110,1218,ZOEVA GmbH,ZOEVA,44,Makeup Products (non-permanent),48,Eye Shadow,894,14807-96-6,54876,Talc,08/03/2018,08/16/2018,2000-01-01,08/16/2018,08/16/2018,2000-01-01,2,Both,Normal,24 months,30g,5.0,3508.0,liquid,Adults,8.0,box,No,None
18945,Giorgio Armani Maestro Fusion Makeup,28576.0,3,67,L'Oreal USA,GIORGIO ARMANI,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,28943,Titanium dioxide,11/28/2012,11/28/2012,2000-01-01,11/28/2012,11/28/2012,2000-01-01,1,Night,Sensitive,24 months,30g,3.0,3268.0,powder,Adults,28.0,bottle,No,Vegan
37770,Colored Sculpting Powder - Modern Silver Stars,,,1035,Nail Alliance - Entity,Entity,59,Nail Products,60,Artificial Nails and Related Products,656,13463-67-7,62044,Titanium dioxide,06/25/2019,06/25/2019,2000-01-01,06/25/2019,06/25/2019,2000-01-01,1,Night,Oily,36 months,200ml,2.0,2657.0,solid,Men,3.0,jar,No,Cruelty-Free
20348,NIRVANESQUE LIGHT-EMULSION LISSANTE 1ERES RIDES-1ST WRINKLES SMOOTHING EMULSION,,,200,LABORATOIRE NUXE,NUXE,90,Skin Care Products ,92,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),656,13463-67-7,30853,Titanium dioxide,07/29/2013,07/29/2013,2000-01-01,07/29/2013,07/29/2013,2000-01-01,1,Both,Oily,12 months,100ml,2.0,4541.0,gel,Teens,24.0,tube,Yes,Eco-Friendly
33962,ULTRA HD LIGHT CAPTURING SELF-SETTING CONCEALER,52552.0,54,1231,MAKE UP FOR EVER,MAKE UP FOR EVER,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,54804,Titanium dioxide,08/16/2018,09/09/2019,2000-01-01,08/16/2018,08/16/2018,2000-01-01,1,Both,Dry,24 months,200ml,1.0,2103.0,liquid,Women,25.0,jar,No,Vegan
6305,Lancome Dual Finish Fragrance Free Versatile Powder Makeup,11001.0,Matte Porcelain d'ivoire,67,L'Oreal USA,Lancome,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,10215,Titanium dioxide,10/26/2009,12/30/2010,2000-01-01,10/26/2009,10/26/2009,2000-01-01,1,Night,Oily,12 months,200ml,5.0,4637.0,liquid,Adults,10.0,box,No,None
40265,Blue Realm Velvet Eye Shadow,62496.0,Enchant,1332,Stila Style LLC.,Stila Styles LLC,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,65905,Titanium dioxide,11/01/2019,11/01/2019,2000-01-01,11/01/2019,11/01/2019,2000-01-01,2,Day,Oily,24 months,15g,4.0,438.0,gel,Teens,29.0,box,No,None
19401,Concentrated Calming Lotion,28974.0,Gin & Tonic,887,"Demeter Fragrance Library, Inc.",Demeter,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),893,79-81-2,29459,Vitamin A palmitate,02/04/2013,02/04/2013,2000-01-01,02/04/2013,02/04/2013,2000-01-01,1,Both,Normal,24 months,30g,3.0,1580.0,liquid,Teens,18.0,tube,No,None
32505,SEPHORA - COLORFUL OMBRE A PAUPIERES DECLIPSABLE / COLORFUL REMOVABLE EYESHADOW PAN,48341.0,368 Vampire Lovers,198,S+,SEPHORA,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,52314,Titanium dioxide,12/26/2017,12/26/2017,2000-01-01,12/26/2017,12/26/2017,2000-01-01,3,Night,Sensitive,12 months,50ml,4.0,3390.0,liquid,Children,3.0,tube,Yes,None
29811,KISSKISS FROM PARIS - LIP CONTOURING PALETTE - PRIMER & COLOURS,,,298,GUERLAIN,GUERLAIN,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,48358,Titanium dioxide,04/03/2017,04/03/2017,2000-01-01,04/03/2017,04/03/2017,2000-01-01,1,Night,Dry,36 months,100ml,4.0,1613.0,liquid,Men,4.0,box,Yes,Cruelty-Free
25879,Lip Gloss (FLAB-0037),,,1000,MAESA LLC,Candies,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,40417,Titanium dioxide,04/01/2015,11/02/2015,04/01/2015,04/01/2015,04/01/2015,2000-01-01,3,Night,Normal,24 months,30g,5.0,4792.0,powder,Children,4.0,box,Yes,Vegan
32629,COSME DECORTE Cream Blush BE350,48502.0,PK 852,1031,"KOS� America, Inc.",DECORT�,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,52498,Titanium dioxide,01/22/2018,11/15/2019,2000-01-01,01/22/2018,01/22/2018,2000-01-01,1,Night,Normal,36 months,30g,5.0,117.0,gel,Children,23.0,jar,No,None
18678,FOND DE TEINT COMPACT MATIFIANT 8H / 8HR WEAR MATTIFYING COMPACT FOUNDATION,28361.0,24 moyen . vanille / 24 medium. Vanilla,198,S+,Sephora ,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,28549,Titanium dioxide,10/11/2012,10/11/2012,2000-01-01,10/11/2012,10/11/2012,2000-01-01,1,Night,Dry,12 months,30g,3.0,2938.0,liquid,Men,4.0,jar,Yes,Cruelty-Free
37868,Color Couture Soak Off Gel - Style Is Forever,,,1035,Nail Alliance - Entity,Entity,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,62218,Titanium dioxide,06/28/2019,06/28/2019,2000-01-01,06/28/2019,06/28/2019,2000-01-01,1,Night,Dry,36 months,50ml,2.0,1231.0,gel,Teens,16.0,tube,Yes,Cruelty-Free
16662,Luxurious Bath Elixir,,,562,The Boots Company PLC,Botanics,6,Bath Products,9,Bubble and Foam Bath Products,162,68603-42-9,25876,Cocamide diethanolamine,06/06/2011,10/16/2013,2000-01-01,06/06/2011,09/15/2011,2000-01-01,1,Night,Normal,24 months,15g,3.0,37.0,powder,Teens,3.0,jar,No,Eco-Friendly
34334,Pure Press III,,,1245,Mirabella,Mirabella,44,Makeup Products (non-permanent),49,Face Powders,1032,13463-67-7,55738,"Titanium dioxide (airborne, unbound particles of respirable size)",10/11/2018,10/11/2018,2000-01-01,10/11/2018,10/11/2018,2000-01-01,1,Night,Sensitive,24 months,200ml,5.0,3698.0,cream,Teens,16.0,tube,Yes,Eco-Friendly
2598,Sally Hansen Natural Beauty Your Skin Makeup,4520.0,Nude Beige,171,Coty,Sally Hansen Natural Beauty,44,Makeup Products (non-permanent),50,Foundations and Bases,773,79-81-2,3943,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",10/07/2009,01/31/2019,2000-01-01,10/07/2009,10/07/2009,2000-01-01,2,Day,Normal,36 months,100ml,2.0,4247.0,liquid,Men,22.0,box,Yes,Vegan
1263,Colorist Haircolor- Extra Light Natural Blonde (100),,,23,Revlon Consumer Product Corporation,Revlon,32,Hair Coloring Products,35,Hair Dyes and Colors,656,13463-67-7,1385,Titanium dioxide,09/21/2009,09/21/2009,2000-01-01,09/21/2009,09/21/2009,2000-01-01,1,Night,Normal,36 months,200ml,1.0,1660.0,liquid,Adults,21.0,jar,Yes,None
16215,Very Sexy Make Up Pressed Mineral Powder,24310.0,Deep 20,556,Victoria's Secret Beauty,Victoria's Secret Beauty,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,24859,Titanium dioxide,03/09/2011,12/18/2013,2000-01-01,03/09/2011,12/18/2013,2000-01-01,1,Night,Dry,36 months,50ml,5.0,1083.0,gel,Women,20.0,bottle,No,Vegan
9102,PETAL ESSENCE Face Accents,15033.0,PEACH LIGHTS LIGHT,405,Aveda Corporation,Aveda,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,14001,Titanium dioxide,12/18/2009,12/30/2010,2000-01-01,12/18/2009,12/18/2009,2000-01-01,1,Both,Oily,36 months,200ml,4.0,198.0,liquid,Men,16.0,jar,No,None
34074,White Diamonds Night Gentel Moisturzing Body Wash,52788.0,266198,69,"Elizabeth Arden, Inc.",Elizabeth Taylor,90,Skin Care Products ,93,Skin Cleansers,656,13463-67-7,55116,Titanium dioxide,08/30/2018,08/30/2018,2000-01-01,08/30/2018,08/30/2018,2000-01-01,1,Night,Normal,12 months,15g,3.0,2716.0,powder,Children,22.0,bottle,No,None
2514,BLACK LABEL LIPSTICK,5265.0,SWEET PRAWN,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",92,25013-16-5,3608,Butylated hydroxyanisole,10/06/2009,12/30/2010,2000-01-01,10/06/2009,10/06/2009,2000-01-01,2,Night,Normal,24 months,50ml,4.0,110.0,liquid,Women,12.0,bottle,No,None
10603,Sheer Finish Tinted Moisturizer Broad Spectrum SPF 15 Sunscreen (Medium),,,290,Arbonne International LLC,Arbonne Cosmetics,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,15743,Titanium dioxide,03/25/2010,07/06/2017,2000-01-01,03/25/2010,04/17/2014,2000-01-01,2,Both,Sensitive,12 months,50ml,1.0,1818.0,powder,Children,17.0,tube,No,None
960,Liner Shadow,1316.0,Spright,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,1047,Titanium dioxide,09/15/2009,09/02/2016,2000-01-01,09/15/2009,09/02/2016,2000-01-01,1,Both,Dry,12 months,50ml,5.0,3506.0,liquid,Women,14.0,tube,Yes,None
41419,SEPHORA - WILD WISHES - MAKEUP PALETTE,64850.0,Eye pencil,198,S+,SEPHORA,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,1001,12001-26-2,67840,Mica,04/22/2020,04/24/2020,2000-01-01,04/24/2020,04/24/2020,2000-01-01,3,Both,Oily,36 months,100ml,1.0,2401.0,liquid,Teens,22.0,bottle,Yes,None
12776,Very Sexy Make Up Supermodel Obsessions Cream/Powder Eye Duo,18127.0,Photograph,556,Victoria's Secret Beauty,Victoria's Secret Beauty,44,Makeup Products (non-permanent),48,Eye Shadow,773,13463-67-7,19823,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",06/18/2010,12/13/2013,11/01/2008,06/18/2010,12/13/2013,2000-01-01,2,Night,Normal,36 months,200ml,4.0,1287.0,solid,Children,3.0,box,Yes,None
20132,HIGHLINER GEL EYE CRAYON,35057.0,(Stone)fox,886,"Kendo Holdings, Inc.",MARC JACOBS BEAUTY,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,34767,Titanium dioxide,07/03/2013,08/31/2016,2000-01-01,04/28/2014,04/28/2014,2000-01-01,1,Both,Oily,24 months,15g,5.0,116.0,powder,Women,3.0,jar,Yes,None
36142,Intellishade TruPhysical,,,1336,"Revision, LLC",Revision Skincare,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,58222,Titanium dioxide,01/10/2019,07/31/2019,2000-01-01,01/10/2019,01/10/2019,2000-01-01,1,Day,Oily,36 months,100ml,5.0,3845.0,cream,Children,20.0,box,Yes,Cruelty-Free
26037,CoverGirl Continuous Color Lipstick,39240.0,Mauvelicious,86,The Procter & Gamble Company,CoverGirl,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,40828,Titanium dioxide,04/14/2015,04/22/2015,2000-01-01,04/14/2015,04/14/2015,2000-01-01,1,Day,Normal,12 months,15g,4.0,4153.0,liquid,Men,6.0,bottle,Yes,Eco-Friendly
32505,SEPHORA - COLORFUL OMBRE A PAUPIERES DECLIPSABLE / COLORFUL REMOVABLE EYESHADOW PAN,48346.0,338 Radiant Sand,198,S+,SEPHORA,44,Makeup Products (non-permanent),48,Eye Shadow,894,14807-96-6,52313,Talc,12/26/2017,12/26/2017,2000-01-01,12/26/2017,12/26/2017,2000-01-01,3,Both,Dry,12 months,50ml,4.0,3390.0,liquid,Children,3.0,tube,Yes,None
15605,Sally Hansen Salon Effects,26598.0,Haute and Naughty,171,Coty,Sally Hansen,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,23971,Titanium dioxide,11/15/2010,11/29/2011,2000-01-01,11/15/2010,11/15/2010,2000-01-01,1,Day,Sensitive,36 months,100ml,3.0,3556.0,gel,Teens,28.0,box,No,Eco-Friendly
25087,Deep Moisturizing Body Wash,,,615,"Vi-Jon, Inc.",Winco,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,38841,Titanium dioxide,01/13/2015,02/11/2015,2000-01-01,01/13/2015,01/13/2015,2000-01-01,1,Night,Dry,36 months,30g,1.0,2170.0,liquid,Men,23.0,tube,Yes,Vegan
1813,YSL Perfect Touch,3168.0,Opal,67,L'Oreal USA,YSL,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,2076,Titanium dioxide,09/29/2009,12/30/2010,2000-01-01,09/29/2009,09/29/2009,2000-01-01,1,Day,Normal,24 months,50ml,1.0,3077.0,liquid,Teens,14.0,box,No,Cruelty-Free
21827,Clay Pack Deep Cleansing Masque,,,248,"NSE Products, Inc.",Nu Skin,90,Skin Care Products ,95,Facial Masks,938,13463-67-7,33216,Retinyl palmitate,12/26/2013,12/26/2013,2000-01-01,12/26/2013,12/26/2013,2000-01-01,1,Night,Normal,12 months,50ml,2.0,2441.0,liquid,Adults,15.0,tube,Yes,Eco-Friendly
10298,Bare naturale Gentle Mineral Makeup SPF 19,15599.0,Natural Beige,67,L'Oreal USA,L'Oreal,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,15326,Titanium dioxide,02/26/2010,12/30/2010,2000-01-01,02/26/2010,02/26/2010,2000-01-01,1,Night,Sensitive,24 months,200ml,3.0,118.0,cream,Women,11.0,jar,Yes,Eco-Friendly
6509,Convertible Eye Color,11503.0,Stone,291,Stila Styles LLC,Stila,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,759,13463-67-7,10448,"Mineral oils, untreated and mildly treated",10/30/2009,12/30/2010,2000-01-01,10/30/2009,10/30/2009,2000-01-01,2,Both,Dry,36 months,200ml,4.0,4574.0,liquid,Children,26.0,tube,Yes,Eco-Friendly
38062,No Light Gel-Lacquer - Designer Dan-De-Lyon,,,1035,Nail Alliance - Entity,Entity,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,62459,Titanium dioxide,07/09/2019,07/09/2019,2000-01-01,07/09/2019,07/09/2019,2000-01-01,1,Day,Sensitive,24 months,100ml,5.0,1760.0,liquid,Women,7.0,jar,Yes,Eco-Friendly
28609,Refill Eyeshadow (Shade Henna),,,158,"Anastasia Beverly Hills, LLC",Anastasia Beverly Hills,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,46212,Titanium dioxide,07/06/2016,07/06/2016,2000-01-01,07/06/2016,07/06/2016,2000-01-01,1,Day,Sensitive,24 months,100ml,4.0,2540.0,cream,Teens,15.0,tube,No,Eco-Friendly
3116,ROUND LIPSTICK,6192.0,HOT FUDGE,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",92,25013-16-5,5364,Butylated hydroxyanisole,10/09/2009,12/30/2010,2000-01-01,10/09/2009,10/09/2009,2000-01-01,1,Day,Dry,24 months,50ml,3.0,3752.0,solid,Adults,11.0,jar,Yes,None
23156,Brush-in Wand Touch-up,,,364,Fisk Industries Inc,Cover Your Gray,32,Hair Coloring Products,43,Other Hair Coloring Product,656,13463-67-7,35230,Titanium dioxide,07/30/2014,07/30/2014,2000-01-01,07/30/2014,07/30/2014,2000-01-01,3,Night,Dry,12 months,50ml,3.0,1609.0,liquid,Adults,1.0,box,Yes,None
14814,Mango & Babassu Body Wash,,,562,The Boots Company PLC,Boots Amazon Forest,6,Bath Products,159,Body Washes and Soaps,162,68603-42-9,22576,Cocamide diethanolamine,07/22/2010,09/14/2011,09/14/2011,07/22/2010,09/14/2011,2000-01-01,1,Night,Normal,36 months,50ml,2.0,4167.0,powder,Adults,7.0,bottle,No,Cruelty-Free
2415,Rimmel - London 60 Seconds Nail Polish,26760.0,Major Brown,171,Coty,Rimmel - London,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,7313,Titanium dioxide,10/06/2009,09/11/2013,2000-01-01,10/13/2009,10/13/2009,2000-01-01,2,Day,Dry,24 months,200ml,5.0,117.0,solid,Adults,8.0,jar,Yes,None
38723,BarePRO Performance Wear Liquid Foundation SPF 20,61505.0,Cinnamon,84,"Bare Escentuals Beauty, Inc.",bare Minerals,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,63543,Titanium dioxide,08/21/2019,08/21/2019,2000-01-01,08/21/2019,08/21/2019,2000-01-01,1,Day,Normal,24 months,50ml,5.0,3734.0,gel,Men,25.0,tube,Yes,None
5855,ASTONISHING LENGTHS MASCARA - ALL SHADES,,,4,New Avon LLC,AVON,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,9751,Titanium dioxide,10/16/2009,10/02/2013,08/15/2011,10/16/2009,10/16/2009,2000-01-01,1,Day,Normal,24 months,200ml,3.0,3341.0,powder,Adults,11.0,bottle,No,Eco-Friendly
36541,I'M MULTI CUBE 004 All About Juicy Chocolate,58016.0,Orange Caramel,1163,Memebox Corporation,I'M MEME,44,Makeup Products (non-permanent),48,Eye Shadow,894,14807-96-6,59718,Talc,02/11/2019,04/09/2019,2000-01-01,02/11/2019,02/11/2019,2000-01-01,2,Day,Sensitive,36 months,50ml,5.0,4221.0,liquid,Teens,27.0,box,No,None
28560,tarteist lip crayon,44227.0,thirsty,224,Tarte Cosmetics,tarte,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,46063,Titanium dioxide,06/09/2016,06/09/2016,2000-01-01,06/09/2016,06/09/2016,2000-01-01,1,Both,Normal,12 months,50ml,5.0,961.0,gel,Men,25.0,bottle,No,None
29942,Gelish Soak-Off Gel Polish MINI - Flirt in a Skating Skirt,,,1027,"Hand & Nail Harmony, Inc",Gelish ,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,48496,Titanium dioxide,04/18/2017,04/18/2017,2000-01-01,04/18/2017,04/18/2017,2000-01-01,1,Night,Oily,36 months,15g,2.0,3988.0,cream,Adults,24.0,jar,Yes,None
36901,Herbal Matte Lipsticks,58881.0,Velvet Wine Matte,164,Palladio Beauty Group,Palladio,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",1115,90045-36-6,60294,Ginkgo biloba extract,11/07/2015,04/05/2019,2000-01-01,04/05/2019,04/05/2019,2000-01-01,4,Day,Sensitive,24 months,30g,5.0,3718.0,powder,Children,7.0,box,No,Vegan
10552,Anti-Aging Mineral Highlighting Palette,15955.0,Peach,430,"Cos.brands, LLC","cos. brands, llc",90,Skin Care Products ,92,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),656,13463-67-7,15642,Titanium dioxide,03/23/2010,12/30/2010,2000-01-01,03/23/2010,03/23/2010,2000-01-01,1,Day,Oily,36 months,100ml,4.0,388.0,cream,Teens,13.0,bottle,Yes,Eco-Friendly
33324,High Brow Glow,,,191,Benefit Cosmetics,Benefit Cosmetics,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,53827,Titanium dioxide,06/14/2018,09/17/2019,2000-01-01,06/14/2018,09/17/2019,2000-01-01,1,Both,Normal,36 months,30g,4.0,885.0,cream,Women,29.0,box,Yes,Cruelty-Free
